PhysicalActivity5OrMoreDays,activity_days,QN80_group,BMIPCT
1.0,0.0,Did not meet recommendation,93.58027647
8.0,7.0,Met recommendation,29.14256978
1.0,0.0,Did not meet recommendation,41.49272193
6.0,5.0,Met recommendation,58.62211115
1.0,0.0,Did not meet recommendation,83.63410521
1.0,0.0,Did not meet recommendation,0.06888692
1.0,0.0,Did not meet recommendation,70.57774417
1.0,0.0,Did not meet recommendation,2.880528749
1.0,0.0,Did not meet recommendation,63.79127104
8.0,7.0,Met recommendation,92.08608045
5.0,4.0,Did not meet recommendation,17.74504799
7.0,6.0,Met recommendation,76.16361312
1.0,0.0,Did not meet recommendation,10.89712829
2.0,1.0,Did not meet recommendation,80.06893476
5.0,4.0,Did not meet recommendation,46.07997675
1.0,0.0,Did not meet recommendation,10.51649662
4.0,3.0,Did not meet recommendation,70.07852644
1.0,0.0,Did not meet recommendation,47.52350758
1.0,0.0,Did not meet recommendation,50.87045271
3.0,2.0,Did not meet recommendation,96.52128507
4.0,3.0,Did not meet recommendation,96.43961705
4.0,3.0,Did not meet recommendation,73.02521942
8.0,7.0,Met recommendation,74.57239196
1.0,0.0,Did not meet recommendation,54.15385884
1.0,0.0,Did not meet recommendation,70.40604141
1.0,0.0,Did not meet recommendation,49.20619657
8.0,7.0,Met recommendation,78.81888198
3.0,2.0,Did not meet recommendation,86.1407343
8.0,7.0,Met recommendation,91.99165166
1.0,0.0,Did not meet recommendation,67.52127307
1.0,0.0,Did not meet recommendation,31.69146229
5.0,4.0,Did not meet recommendation,66.71134102
6.0,5.0,Met recommendation,88.70562889
1.0,0.0,Did not meet recommendation,33.79539728
8.0,7.0,Met recommendation,54.36795158
3.0,2.0,Did not meet recommendation,54.63077194
5.0,4.0,Did not meet recommendation,25.61355879
1.0,0.0,Did not meet recommendation,9.846546229
8.0,7.0,Met recommendation,87.3464244
8.0,7.0,Met recommendation,85.95780965
8.0,7.0,Met recommendation,99.02969173
4.0,3.0,Did not meet recommendation,12.16060398
1.0,0.0,Did not meet recommendation,48.88422202
4.0,3.0,Did not meet recommendation,56.7549496
6.0,5.0,Met recommendation,40.05564445
3.0,2.0,Did not meet recommendation,12.35928755
6.0,5.0,Met recommendation,97.91385948
3.0,2.0,Did not meet recommendation,6.550834406
4.0,3.0,Did not meet recommendation,2.56681879
5.0,4.0,Did not meet recommendation,59.36187206
2.0,1.0,Did not meet recommendation,59.36187206
4.0,3.0,Did not meet recommendation,92.98915736
4.0,3.0,Did not meet recommendation,31.78001777
2.0,1.0,Did not meet recommendation,77.46994059
1.0,0.0,Did not meet recommendation,10.1969851
2.0,1.0,Did not meet recommendation,85.170329
3.0,2.0,Did not meet recommendation,89.32589276
2.0,1.0,Did not meet recommendation,22.86186612
1.0,0.0,Did not meet recommendation,83.45551184
1.0,0.0,Did not meet recommendation,70.40604141
1.0,0.0,Did not meet recommendation,43.19281437
1.0,0.0,Did not meet recommendation,82.97393233
1.0,0.0,Did not meet recommendation,65.80904497
5.0,4.0,Did not meet recommendation,61.4875819
5.0,4.0,Did not meet recommendation,63.14078915
8.0,7.0,Met recommendation,29.16525856
2.0,1.0,Did not meet recommendation,68.26816807
1.0,0.0,Did not meet recommendation,61.87699019
6.0,5.0,Met recommendation,74.26220694
1.0,0.0,Did not meet recommendation,58.8744133
1.0,0.0,Did not meet recommendation,62.14172597
1.0,0.0,Did not meet recommendation,93.79543511
5.0,4.0,Did not meet recommendation,59.82202109
5.0,4.0,Did not meet recommendation,88.43534523
1.0,0.0,Did not meet recommendation,74.63209612
6.0,5.0,Met recommendation,69.13113635
6.0,5.0,Met recommendation,55.56148302
1.0,0.0,Did not meet recommendation,64.22682777
7.0,6.0,Met recommendation,97.35259162
5.0,4.0,Did not meet recommendation,75.91512943
2.0,1.0,Did not meet recommendation,24.19083228
8.0,7.0,Met recommendation,47.7153177
6.0,5.0,Met recommendation,26.68936925
3.0,2.0,Did not meet recommendation,91.21895864
1.0,0.0,Did not meet recommendation,40.43646118
6.0,5.0,Met recommendation,87.60528516
3.0,2.0,Did not meet recommendation,65.93660653
1.0,0.0,Did not meet recommendation,80.06893476
3.0,2.0,Did not meet recommendation,49.7850387
1.0,0.0,Did not meet recommendation,31.47383063
1.0,0.0,Did not meet recommendation,85.88884383
8.0,7.0,Met recommendation,1.93e-07
8.0,7.0,Met recommendation,69.13085778
2.0,1.0,Did not meet recommendation,25.87739237
1.0,0.0,Did not meet recommendation,0.083081072
4.0,3.0,Did not meet recommendation,98.38097797
1.0,0.0,Did not meet recommendation,98.47769537
5.0,4.0,Did not meet recommendation,94.37294768
2.0,1.0,Did not meet recommendation,67.00407505
4.0,3.0,Did not meet recommendation,97.26692919
1.0,0.0,Did not meet recommendation,44.31506726
1.0,0.0,Did not meet recommendation,9.60866394
1.0,0.0,Did not meet recommendation,55.49638039
5.0,4.0,Did not meet recommendation,49.54884889
5.0,4.0,Did not meet recommendation,90.43366411
1.0,0.0,Did not meet recommendation,49.99841183
4.0,3.0,Did not meet recommendation,95.23595706
7.0,6.0,Met recommendation,58.3822996
8.0,7.0,Met recommendation,87.8987
1.0,0.0,Did not meet recommendation,38.28337982
1.0,0.0,Did not meet recommendation,96.35800023
3.0,2.0,Did not meet recommendation,72.03344585
3.0,2.0,Did not meet recommendation,93.94948189
1.0,0.0,Did not meet recommendation,84.25378028
1.0,0.0,Did not meet recommendation,35.04876286
8.0,7.0,Met recommendation,92.62027788
1.0,0.0,Did not meet recommendation,12.35928755
1.0,0.0,Did not meet recommendation,18.94191976
8.0,7.0,Met recommendation,11.79596595
1.0,0.0,Did not meet recommendation,83.81890611
1.0,0.0,Did not meet recommendation,62.32337542
1.0,0.0,Did not meet recommendation,96.15514454
3.0,2.0,Did not meet recommendation,68.87790029
2.0,1.0,Did not meet recommendation,93.60197238
1.0,0.0,Did not meet recommendation,60.75926332
1.0,0.0,Did not meet recommendation,92.63103874
5.0,4.0,Did not meet recommendation,28.91092809
3.0,2.0,Did not meet recommendation,84.98548123
2.0,1.0,Did not meet recommendation,58.69524984
3.0,2.0,Did not meet recommendation,80.48219497
1.0,0.0,Did not meet recommendation,99.4071271
2.0,1.0,Did not meet recommendation,95.58149175
2.0,1.0,Did not meet recommendation,75.83754765
1.0,0.0,Did not meet recommendation,97.80218106
1.0,0.0,Did not meet recommendation,99.38690541
1.0,0.0,Did not meet recommendation,38.28337982
1.0,0.0,Did not meet recommendation,95.0351687
1.0,0.0,Did not meet recommendation,96.70162307
6.0,5.0,Met recommendation,38.28337982
3.0,2.0,Did not meet recommendation,73.05961868
5.0,4.0,Did not meet recommendation,60.50842316
7.0,6.0,Met recommendation,52.82514857
2.0,1.0,Did not meet recommendation,52.22408981
8.0,7.0,Met recommendation,61.78523973
1.0,0.0,Did not meet recommendation,57.31734359
1.0,0.0,Did not meet recommendation,1.09e-06
1.0,0.0,Did not meet recommendation,95.16751397
6.0,5.0,Met recommendation,73.25197415
8.0,7.0,Met recommendation,18.12467121
4.0,3.0,Did not meet recommendation,56.04225389
8.0,7.0,Met recommendation,6.550834406
4.0,3.0,Did not meet recommendation,97.21392691
2.0,1.0,Did not meet recommendation,79.92192149
5.0,4.0,Did not meet recommendation,79.52427005
5.0,4.0,Did not meet recommendation,96.62100237
1.0,0.0,Did not meet recommendation,55.39209463
2.0,1.0,Did not meet recommendation,52.00817272
2.0,1.0,Did not meet recommendation,84.68486522
1.0,0.0,Did not meet recommendation,36.41834536
1.0,0.0,Did not meet recommendation,61.69382467
6.0,5.0,Met recommendation,98.50220887
8.0,7.0,Met recommendation,60.51961267
1.0,0.0,Did not meet recommendation,84.50209709
1.0,0.0,Did not meet recommendation,18.46382222
3.0,2.0,Did not meet recommendation,94.98242996
2.0,1.0,Did not meet recommendation,84.50209709
1.0,0.0,Did not meet recommendation,38.13156894
2.0,1.0,Did not meet recommendation,82.96083327
8.0,7.0,Met recommendation,50.87045271
5.0,4.0,Did not meet recommendation,68.07050984
3.0,2.0,Did not meet recommendation,49.51043175
6.0,5.0,Met recommendation,98.39425472
6.0,5.0,Met recommendation,83.15630999
7.0,6.0,Met recommendation,93.95733265
5.0,4.0,Did not meet recommendation,46.65281051
1.0,0.0,Did not meet recommendation,47.13837771
1.0,0.0,Did not meet recommendation,90.37184496
3.0,2.0,Did not meet recommendation,62.0396385
3.0,2.0,Did not meet recommendation,87.18889527
1.0,0.0,Did not meet recommendation,93.82451004
3.0,2.0,Did not meet recommendation,69.73373776
1.0,0.0,Did not meet recommendation,77.72521417
8.0,7.0,Met recommendation,24.2039299
6.0,5.0,Met recommendation,89.69969835
3.0,2.0,Did not meet recommendation,95.6699827
6.0,5.0,Met recommendation,1.112749347
4.0,3.0,Did not meet recommendation,41.69642287
6.0,5.0,Met recommendation,71.18384227
3.0,2.0,Did not meet recommendation,56.4762692
8.0,7.0,Met recommendation,93.70593285
8.0,7.0,Met recommendation,93.53501253
1.0,0.0,Did not meet recommendation,59.72383084
2.0,1.0,Did not meet recommendation,77.80336579
6.0,5.0,Met recommendation,85.850767
6.0,5.0,Met recommendation,57.95910476
8.0,7.0,Met recommendation,47.66003889
1.0,0.0,Did not meet recommendation,97.0022349
1.0,0.0,Did not meet recommendation,89.59113592
1.0,0.0,Did not meet recommendation,83.95952719
2.0,1.0,Did not meet recommendation,4.542952907
4.0,3.0,Did not meet recommendation,89.02230612
8.0,7.0,Met recommendation,89.3692002
2.0,1.0,Did not meet recommendation,65.65602309
6.0,5.0,Met recommendation,96.39064078
6.0,5.0,Met recommendation,25.61355879
3.0,2.0,Did not meet recommendation,57.7634963
2.0,1.0,Did not meet recommendation,69.51240103
6.0,5.0,Met recommendation,61.73415715
8.0,7.0,Met recommendation,69.21299403
5.0,4.0,Did not meet recommendation,97.47296053
2.0,1.0,Did not meet recommendation,95.40169991
3.0,2.0,Did not meet recommendation,24.78306649
8.0,7.0,Met recommendation,87.39539654
1.0,0.0,Did not meet recommendation,70.90474907
3.0,2.0,Did not meet recommendation,85.89509592
1.0,0.0,Did not meet recommendation,89.00014206
1.0,0.0,Did not meet recommendation,45.94823752
8.0,7.0,Met recommendation,68.85523045
4.0,3.0,Did not meet recommendation,98.58345003
1.0,0.0,Did not meet recommendation,38.42613501
1.0,0.0,Did not meet recommendation,99.04701118
7.0,6.0,Met recommendation,47.36951916
2.0,1.0,Did not meet recommendation,96.21000485
8.0,7.0,Met recommendation,58.2330153
4.0,3.0,Did not meet recommendation,88.16103385
5.0,4.0,Did not meet recommendation,95.63081156
1.0,0.0,Did not meet recommendation,90.05670299
7.0,6.0,Met recommendation,74.23946269
4.0,3.0,Did not meet recommendation,88.54090852
8.0,7.0,Met recommendation,98.47670004
5.0,4.0,Did not meet recommendation,91.87246689
3.0,2.0,Did not meet recommendation,73.71563971
2.0,1.0,Did not meet recommendation,86.68831688
8.0,7.0,Met recommendation,40.79455963
8.0,7.0,Met recommendation,42.53225571
7.0,6.0,Met recommendation,70.84066228
2.0,1.0,Did not meet recommendation,74.23946269
5.0,4.0,Did not meet recommendation,98.59438441
8.0,7.0,Met recommendation,87.69719593
8.0,7.0,Met recommendation,73.49549106
8.0,7.0,Met recommendation,74.16259684
5.0,4.0,Did not meet recommendation,0.089816787
1.0,0.0,Did not meet recommendation,99.51830404
3.0,2.0,Did not meet recommendation,3.961497341
8.0,7.0,Met recommendation,37.55228267
7.0,6.0,Met recommendation,49.0050896
8.0,7.0,Met recommendation,90.08907671
8.0,7.0,Met recommendation,96.73975317
8.0,7.0,Met recommendation,92.98915736
7.0,6.0,Met recommendation,67.92773224
3.0,2.0,Did not meet recommendation,70.24766118
1.0,0.0,Did not meet recommendation,90.69075623
4.0,3.0,Did not meet recommendation,82.88073183
2.0,1.0,Did not meet recommendation,79.28331566
1.0,0.0,Did not meet recommendation,65.88575167
4.0,3.0,Did not meet recommendation,3.208522211
1.0,0.0,Did not meet recommendation,99.92595141
6.0,5.0,Met recommendation,91.02771303
4.0,3.0,Did not meet recommendation,89.13095081
6.0,5.0,Met recommendation,95.16031835
8.0,7.0,Met recommendation,79.49010291
1.0,0.0,Did not meet recommendation,80.50659742
1.0,0.0,Did not meet recommendation,65.22758067
1.0,0.0,Did not meet recommendation,32.12906956
2.0,1.0,Did not meet recommendation,90.63852931
8.0,7.0,Met recommendation,90.445849
6.0,5.0,Met recommendation,42.90615422
6.0,5.0,Met recommendation,64.9623322
6.0,5.0,Met recommendation,74.79862377
4.0,3.0,Did not meet recommendation,37.90396026
2.0,1.0,Did not meet recommendation,45.31636422
7.0,6.0,Met recommendation,96.02165064
1.0,0.0,Did not meet recommendation,11.68740441
1.0,0.0,Did not meet recommendation,70.67451976
1.0,0.0,Did not meet recommendation,47.49270385
3.0,2.0,Did not meet recommendation,67.57774648
1.0,0.0,Did not meet recommendation,20.75227445
1.0,0.0,Did not meet recommendation,90.06772465
2.0,1.0,Did not meet recommendation,79.34318571
6.0,5.0,Met recommendation,89.90357427
1.0,0.0,Did not meet recommendation,48.05850021
8.0,7.0,Met recommendation,96.21949411
1.0,0.0,Did not meet recommendation,98.6657555
8.0,7.0,Met recommendation,38.97407692
1.0,0.0,Did not meet recommendation,94.66659282
2.0,1.0,Did not meet recommendation,80.79348995
2.0,1.0,Did not meet recommendation,72.35308828
2.0,1.0,Did not meet recommendation,72.79132938
3.0,2.0,Did not meet recommendation,76.38362459
7.0,6.0,Met recommendation,96.42814963
1.0,0.0,Did not meet recommendation,71.18192791
8.0,7.0,Met recommendation,98.86047525
3.0,2.0,Did not meet recommendation,94.79064882
8.0,7.0,Met recommendation,81.20841596
4.0,3.0,Did not meet recommendation,5.070497127
1.0,0.0,Did not meet recommendation,95.93874795
7.0,6.0,Met recommendation,65.88575167
1.0,0.0,Did not meet recommendation,83.90660452
1.0,0.0,Did not meet recommendation,98.3895016
8.0,7.0,Met recommendation,46.40807262
3.0,2.0,Did not meet recommendation,88.08579404
8.0,7.0,Met recommendation,97.92048132
4.0,3.0,Did not meet recommendation,9.013571525
5.0,4.0,Did not meet recommendation,99.64821934
4.0,3.0,Did not meet recommendation,75.65036356
3.0,2.0,Did not meet recommendation,98.57848685
6.0,5.0,Met recommendation,50.45031829
1.0,0.0,Did not meet recommendation,49.77019799
4.0,3.0,Did not meet recommendation,73.26786003
7.0,6.0,Met recommendation,99.19305849
1.0,0.0,Did not meet recommendation,80.79348995
5.0,4.0,Did not meet recommendation,21.37911604
1.0,0.0,Did not meet recommendation,26.01707526
2.0,1.0,Did not meet recommendation,69.91124718
1.0,0.0,Did not meet recommendation,44.42268346
1.0,0.0,Did not meet recommendation,46.7792279
6.0,5.0,Met recommendation,98.53367128
7.0,6.0,Met recommendation,83.30894196
4.0,3.0,Did not meet recommendation,34.55230954
6.0,5.0,Met recommendation,78.49593958
8.0,7.0,Met recommendation,80.0856194
8.0,7.0,Met recommendation,64.26150224
1.0,0.0,Did not meet recommendation,97.30702879
8.0,7.0,Met recommendation,23.90166614
5.0,4.0,Did not meet recommendation,11.91054027
3.0,2.0,Did not meet recommendation,98.3261157
4.0,3.0,Did not meet recommendation,90.51467987
4.0,3.0,Did not meet recommendation,80.10329033
2.0,1.0,Did not meet recommendation,77.68619969
1.0,0.0,Did not meet recommendation,8.393184485
4.0,3.0,Did not meet recommendation,41.16151426
4.0,3.0,Did not meet recommendation,23.68951218
6.0,5.0,Met recommendation,98.20297451
7.0,6.0,Met recommendation,99.69149627
8.0,7.0,Met recommendation,82.96083327
1.0,0.0,Did not meet recommendation,78.39679845
8.0,7.0,Met recommendation,45.94823752
7.0,6.0,Met recommendation,75.86208809
7.0,6.0,Met recommendation,87.89933447
8.0,7.0,Met recommendation,98.09399692
8.0,7.0,Met recommendation,72.3235904
1.0,0.0,Did not meet recommendation,99.5898324
4.0,3.0,Did not meet recommendation,70.2948453
2.0,1.0,Did not meet recommendation,33.79539728
2.0,1.0,Did not meet recommendation,94.02678099
6.0,5.0,Met recommendation,35.04876286
1.0,0.0,Did not meet recommendation,84.07541706
1.0,0.0,Did not meet recommendation,98.36845877
1.0,0.0,Did not meet recommendation,90.83906742
8.0,7.0,Met recommendation,58.167767
1.0,0.0,Did not meet recommendation,0.228962339
2.0,1.0,Did not meet recommendation,97.93389699
1.0,0.0,Did not meet recommendation,94.1589128
1.0,0.0,Did not meet recommendation,64.47468905
1.0,0.0,Did not meet recommendation,5.526833422
3.0,2.0,Did not meet recommendation,80.60383865
5.0,4.0,Did not meet recommendation,98.39388191
1.0,0.0,Did not meet recommendation,74.41879277
4.0,3.0,Did not meet recommendation,95.08595591
2.0,1.0,Did not meet recommendation,46.48345897
4.0,3.0,Did not meet recommendation,28.59861823
8.0,7.0,Met recommendation,99.53848485
7.0,6.0,Met recommendation,91.18588253
6.0,5.0,Met recommendation,90.27142777
4.0,3.0,Did not meet recommendation,94.1589128
8.0,7.0,Met recommendation,99.30684128
1.0,0.0,Did not meet recommendation,35.04876286
1.0,0.0,Did not meet recommendation,77.86602504
6.0,5.0,Met recommendation,93.70323473
8.0,7.0,Met recommendation,62.27885472
4.0,3.0,Did not meet recommendation,96.96756116
1.0,0.0,Did not meet recommendation,93.5776631
6.0,5.0,Met recommendation,74.69115727
6.0,5.0,Met recommendation,99.35762909
2.0,1.0,Did not meet recommendation,92.47053644
1.0,0.0,Did not meet recommendation,98.44322633
1.0,0.0,Did not meet recommendation,97.95151358
