PhysicalActivity5OrMoreDays,activity_days,QN80_group,BMIPCT
2.0,1.0,Did not meet recommendation,92.86681787
1.0,0.0,Did not meet recommendation,63.73246211
4.0,3.0,Did not meet recommendation,86.87757138
3.0,2.0,Did not meet recommendation,55.18146429
4.0,3.0,Did not meet recommendation,55.06915825
8.0,7.0,Met recommendation,56.31514778
3.0,2.0,Did not meet recommendation,56.80243165
1.0,0.0,Did not meet recommendation,98.93356342
1.0,0.0,Did not meet recommendation,98.38539506
4.0,3.0,Did not meet recommendation,87.12890032
3.0,2.0,Did not meet recommendation,57.42808938
5.0,4.0,Did not meet recommendation,15.52806328
5.0,4.0,Did not meet recommendation,76.31024948
1.0,0.0,Did not meet recommendation,97.42156351
5.0,4.0,Did not meet recommendation,51.77995186
6.0,5.0,Met recommendation,83.68644276
1.0,0.0,Did not meet recommendation,83.59949632
1.0,0.0,Did not meet recommendation,98.59515446
8.0,7.0,Met recommendation,42.79220671
8.0,7.0,Met recommendation,97.28977513
4.0,3.0,Did not meet recommendation,60.78130164
8.0,7.0,Met recommendation,55.68597478
2.0,1.0,Did not meet recommendation,72.83662653
4.0,3.0,Did not meet recommendation,94.19146875
2.0,1.0,Did not meet recommendation,92.43021368
6.0,5.0,Met recommendation,70.84066228
5.0,4.0,Did not meet recommendation,17.99896731
1.0,0.0,Did not meet recommendation,89.7600136
6.0,5.0,Met recommendation,71.76398959
8.0,7.0,Met recommendation,34.52856862
1.0,0.0,Did not meet recommendation,99.25695972
8.0,7.0,Met recommendation,89.07168971
7.0,6.0,Met recommendation,38.01409877
6.0,5.0,Met recommendation,71.78970487
2.0,1.0,Did not meet recommendation,50.5995942
8.0,7.0,Met recommendation,94.62482231
6.0,5.0,Met recommendation,58.58364417
4.0,3.0,Did not meet recommendation,81.88567938
1.0,0.0,Did not meet recommendation,27.78101262
3.0,2.0,Did not meet recommendation,30.2601081
6.0,5.0,Met recommendation,92.23837849
6.0,5.0,Met recommendation,93.98925052
2.0,1.0,Did not meet recommendation,47.9840088
5.0,4.0,Did not meet recommendation,87.21796809
4.0,3.0,Did not meet recommendation,31.69146229
8.0,7.0,Met recommendation,66.5318241
3.0,2.0,Did not meet recommendation,93.5524051
8.0,7.0,Met recommendation,74.60880949
4.0,3.0,Did not meet recommendation,86.28807602
5.0,4.0,Did not meet recommendation,84.96007198
8.0,7.0,Met recommendation,74.42424318
4.0,3.0,Did not meet recommendation,40.85216047
1.0,0.0,Did not meet recommendation,25.62543853
1.0,0.0,Did not meet recommendation,84.50209709
7.0,6.0,Met recommendation,41.64225082
1.0,0.0,Did not meet recommendation,42.12549278
8.0,7.0,Met recommendation,75.35975743
1.0,0.0,Did not meet recommendation,98.98941235
1.0,0.0,Did not meet recommendation,84.10727673
8.0,7.0,Met recommendation,93.65518174
3.0,2.0,Did not meet recommendation,47.94528537
1.0,0.0,Did not meet recommendation,66.59603856
6.0,5.0,Met recommendation,87.83227011
1.0,0.0,Did not meet recommendation,49.0050896
1.0,0.0,Did not meet recommendation,77.62486474
6.0,5.0,Met recommendation,90.05873305
5.0,4.0,Did not meet recommendation,71.51246478
1.0,0.0,Did not meet recommendation,25.09923397
1.0,0.0,Did not meet recommendation,97.61282968
4.0,3.0,Did not meet recommendation,48.05850021
6.0,5.0,Met recommendation,64.2100524
5.0,4.0,Did not meet recommendation,74.41879277
4.0,3.0,Did not meet recommendation,20.78050138
8.0,7.0,Met recommendation,98.71313612
6.0,5.0,Met recommendation,74.42424318
2.0,1.0,Did not meet recommendation,61.62522673
6.0,5.0,Met recommendation,53.62901996
1.0,0.0,Did not meet recommendation,94.42898259
1.0,0.0,Did not meet recommendation,86.29768778
1.0,0.0,Did not meet recommendation,77.64230289
2.0,1.0,Did not meet recommendation,50.9578953
4.0,3.0,Did not meet recommendation,74.71972579
1.0,0.0,Did not meet recommendation,70.67451976
1.0,0.0,Did not meet recommendation,86.24134716
6.0,5.0,Met recommendation,70.79270495
2.0,1.0,Did not meet recommendation,96.59822418
3.0,2.0,Did not meet recommendation,32.81098818
2.0,1.0,Did not meet recommendation,10.0980018
5.0,4.0,Did not meet recommendation,44.3348222
1.0,0.0,Did not meet recommendation,82.85855127
8.0,7.0,Met recommendation,86.89670795
5.0,4.0,Did not meet recommendation,74.42424318
3.0,2.0,Did not meet recommendation,98.4709169
8.0,7.0,Met recommendation,72.03344585
3.0,2.0,Did not meet recommendation,23.68951218
2.0,1.0,Did not meet recommendation,86.94086538
4.0,3.0,Did not meet recommendation,78.75181773
1.0,0.0,Did not meet recommendation,73.71563971
1.0,0.0,Did not meet recommendation,57.00752646
1.0,0.0,Did not meet recommendation,61.96169613
3.0,2.0,Did not meet recommendation,81.94224698
1.0,0.0,Did not meet recommendation,87.96821881
4.0,3.0,Did not meet recommendation,97.6796868
1.0,0.0,Did not meet recommendation,85.29469889
2.0,1.0,Did not meet recommendation,85.78892033
7.0,6.0,Met recommendation,62.18674919
1.0,0.0,Did not meet recommendation,56.22159575
2.0,1.0,Did not meet recommendation,74.41879277
6.0,5.0,Met recommendation,82.6502564
1.0,0.0,Did not meet recommendation,95.87732663
1.0,0.0,Did not meet recommendation,87.73497018
6.0,5.0,Met recommendation,87.73497018
1.0,0.0,Did not meet recommendation,82.05508744
1.0,0.0,Did not meet recommendation,98.50226141
1.0,0.0,Did not meet recommendation,80.03451599
1.0,0.0,Did not meet recommendation,85.0778139
4.0,3.0,Did not meet recommendation,95.42945459
3.0,2.0,Did not meet recommendation,57.95910476
7.0,6.0,Met recommendation,38.77914215
1.0,0.0,Did not meet recommendation,98.48866291
8.0,7.0,Met recommendation,28.89083834
1.0,0.0,Did not meet recommendation,95.72836219
6.0,5.0,Met recommendation,95.48741179
4.0,3.0,Did not meet recommendation,94.7692501
6.0,5.0,Met recommendation,95.86987032
7.0,6.0,Met recommendation,65.22758067
1.0,0.0,Did not meet recommendation,96.35684269
8.0,7.0,Met recommendation,26.67157309
1.0,0.0,Did not meet recommendation,98.79634543
7.0,6.0,Met recommendation,84.36156807
4.0,3.0,Did not meet recommendation,90.64350563
8.0,7.0,Met recommendation,87.19812624
1.0,0.0,Did not meet recommendation,82.40076803
5.0,4.0,Did not meet recommendation,54.38998582
1.0,0.0,Did not meet recommendation,99.65296273
6.0,5.0,Met recommendation,95.15545676
8.0,7.0,Met recommendation,69.04651079
1.0,0.0,Did not meet recommendation,63.48927185
1.0,0.0,Did not meet recommendation,95.24491892
4.0,3.0,Did not meet recommendation,57.42808938
8.0,7.0,Met recommendation,71.79758191
8.0,7.0,Met recommendation,21.9624896
7.0,6.0,Met recommendation,82.11890385
6.0,5.0,Met recommendation,58.8744133
1.0,0.0,Did not meet recommendation,52.00817272
3.0,2.0,Did not meet recommendation,40.85194501
1.0,0.0,Did not meet recommendation,54.81893823
5.0,4.0,Did not meet recommendation,84.19463662
4.0,3.0,Did not meet recommendation,15.24215073
4.0,3.0,Did not meet recommendation,62.8727162
2.0,1.0,Did not meet recommendation,84.85291377
4.0,3.0,Did not meet recommendation,5.65843232
1.0,0.0,Did not meet recommendation,98.84356727
8.0,7.0,Met recommendation,80.72337535
6.0,5.0,Met recommendation,39.76467297
5.0,4.0,Did not meet recommendation,43.71047529
4.0,3.0,Did not meet recommendation,71.88874208
5.0,4.0,Did not meet recommendation,68.83070878
1.0,0.0,Did not meet recommendation,77.86602504
1.0,0.0,Did not meet recommendation,48.42401661
6.0,5.0,Met recommendation,60.9983769
6.0,5.0,Met recommendation,86.11772984
7.0,6.0,Met recommendation,65.22205679
1.0,0.0,Did not meet recommendation,76.16361312
7.0,6.0,Met recommendation,60.6842091
3.0,2.0,Did not meet recommendation,80.85855022
1.0,0.0,Did not meet recommendation,53.20245682
3.0,2.0,Did not meet recommendation,27.55647439
1.0,0.0,Did not meet recommendation,74.71972579
8.0,7.0,Met recommendation,78.7304483
8.0,7.0,Met recommendation,96.31334391
2.0,1.0,Did not meet recommendation,52.12369341
3.0,2.0,Did not meet recommendation,94.25583977
8.0,7.0,Met recommendation,69.00760383
1.0,0.0,Did not meet recommendation,27.27216578
3.0,2.0,Did not meet recommendation,1.258522652
6.0,5.0,Met recommendation,72.36104809
4.0,3.0,Did not meet recommendation,8.419523214
8.0,7.0,Met recommendation,2.692564529
2.0,1.0,Did not meet recommendation,63.18796467
7.0,6.0,Met recommendation,57.95910476
3.0,2.0,Did not meet recommendation,44.59680433
1.0,0.0,Did not meet recommendation,23.81912584
2.0,1.0,Did not meet recommendation,97.8857456
6.0,5.0,Met recommendation,79.72713688
4.0,3.0,Did not meet recommendation,97.81969117
4.0,3.0,Did not meet recommendation,97.91616983
2.0,1.0,Did not meet recommendation,79.56062473
8.0,7.0,Met recommendation,45.29941242
1.0,0.0,Did not meet recommendation,95.77294492
4.0,3.0,Did not meet recommendation,87.51636498
5.0,4.0,Did not meet recommendation,79.67120611
3.0,2.0,Did not meet recommendation,38.11680761
1.0,0.0,Did not meet recommendation,11.79596595
1.0,0.0,Did not meet recommendation,65.93660653
3.0,2.0,Did not meet recommendation,48.05850021
7.0,6.0,Met recommendation,87.25000375
1.0,0.0,Did not meet recommendation,78.29127754
4.0,3.0,Did not meet recommendation,80.25071672
6.0,5.0,Met recommendation,36.04892235
3.0,2.0,Did not meet recommendation,25.53707289
8.0,7.0,Met recommendation,74.88770856
1.0,0.0,Did not meet recommendation,90.71004354
5.0,4.0,Did not meet recommendation,89.89889542
2.0,1.0,Did not meet recommendation,0.012446611
3.0,2.0,Did not meet recommendation,23.04928223
7.0,6.0,Met recommendation,92.72243548
4.0,3.0,Did not meet recommendation,68.58082347
8.0,7.0,Met recommendation,73.30661232
1.0,0.0,Did not meet recommendation,2.30621603
3.0,2.0,Did not meet recommendation,83.87324627
8.0,7.0,Met recommendation,67.35761931
2.0,1.0,Did not meet recommendation,97.17203626
8.0,7.0,Met recommendation,62.19393818
8.0,7.0,Met recommendation,62.19393818
4.0,3.0,Did not meet recommendation,30.29781056
6.0,5.0,Met recommendation,39.89788004
5.0,4.0,Did not meet recommendation,46.29997724
6.0,5.0,Met recommendation,99.27575791
6.0,5.0,Met recommendation,41.48252506
4.0,3.0,Did not meet recommendation,50.11612649
1.0,0.0,Did not meet recommendation,47.52350758
7.0,6.0,Met recommendation,76.16361312
3.0,2.0,Did not meet recommendation,98.54819525
4.0,3.0,Did not meet recommendation,58.8744133
8.0,7.0,Met recommendation,57.7634963
6.0,5.0,Met recommendation,86.88318958
7.0,6.0,Met recommendation,52.96298965
4.0,3.0,Did not meet recommendation,92.55508897
8.0,7.0,Met recommendation,63.14078915
3.0,2.0,Did not meet recommendation,96.37862337
2.0,1.0,Did not meet recommendation,96.43469449
1.0,0.0,Did not meet recommendation,61.69742856
1.0,0.0,Did not meet recommendation,24.92124987
5.0,4.0,Did not meet recommendation,42.79220671
4.0,3.0,Did not meet recommendation,64.16336237
4.0,3.0,Did not meet recommendation,65.88575167
4.0,3.0,Did not meet recommendation,94.6470681
1.0,0.0,Did not meet recommendation,50.27447135
6.0,5.0,Met recommendation,80.92561726
8.0,7.0,Met recommendation,73.30661232
3.0,2.0,Did not meet recommendation,84.96612732
8.0,7.0,Met recommendation,45.71292164
3.0,2.0,Did not meet recommendation,43.30369499
8.0,7.0,Met recommendation,67.45640015
2.0,1.0,Did not meet recommendation,47.76568644
3.0,2.0,Did not meet recommendation,78.75181773
4.0,3.0,Did not meet recommendation,97.16639571
8.0,7.0,Met recommendation,92.67341005
7.0,6.0,Met recommendation,68.88518339
2.0,1.0,Did not meet recommendation,31.37615111
3.0,2.0,Did not meet recommendation,11.91054027
3.0,2.0,Did not meet recommendation,99.23886379
5.0,4.0,Did not meet recommendation,81.30574941
1.0,0.0,Did not meet recommendation,96.71597037
1.0,0.0,Did not meet recommendation,98.59515446
1.0,0.0,Did not meet recommendation,98.58714417
4.0,3.0,Did not meet recommendation,71.24517665
1.0,0.0,Did not meet recommendation,85.78892033
2.0,1.0,Did not meet recommendation,92.80500857
6.0,5.0,Met recommendation,97.07453182
1.0,0.0,Did not meet recommendation,73.09109508
2.0,1.0,Did not meet recommendation,56.82844588
3.0,2.0,Did not meet recommendation,72.96409087
8.0,7.0,Met recommendation,68.36172856
2.0,1.0,Did not meet recommendation,98.93974214
8.0,7.0,Met recommendation,94.92173575
8.0,7.0,Met recommendation,18.12467121
2.0,1.0,Did not meet recommendation,98.30381985
1.0,0.0,Did not meet recommendation,68.81598162
2.0,1.0,Did not meet recommendation,18.31768251
5.0,4.0,Did not meet recommendation,64.31389023
3.0,2.0,Did not meet recommendation,64.73433168
1.0,0.0,Did not meet recommendation,99.21377202
5.0,4.0,Did not meet recommendation,97.95495343
1.0,0.0,Did not meet recommendation,56.7549496
3.0,2.0,Did not meet recommendation,76.3857129
8.0,7.0,Met recommendation,99.81526357
3.0,2.0,Did not meet recommendation,98.77152217
2.0,1.0,Did not meet recommendation,23.03885525
6.0,5.0,Met recommendation,50.25810028
4.0,3.0,Did not meet recommendation,93.16295097
8.0,7.0,Met recommendation,95.37465993
6.0,5.0,Met recommendation,90.26393394
1.0,0.0,Did not meet recommendation,91.77475088
1.0,0.0,Did not meet recommendation,75.38267157
1.0,0.0,Did not meet recommendation,95.19914134
1.0,0.0,Did not meet recommendation,61.96169613
5.0,4.0,Did not meet recommendation,48.83263277
6.0,5.0,Met recommendation,51.69947169
8.0,7.0,Met recommendation,96.14980603
1.0,0.0,Did not meet recommendation,98.38539506
5.0,4.0,Did not meet recommendation,74.52457175
7.0,6.0,Met recommendation,98.34389674
1.0,0.0,Did not meet recommendation,53.24794021
8.0,7.0,Met recommendation,53.96737126
8.0,7.0,Met recommendation,93.32922868
2.0,1.0,Did not meet recommendation,64.96446681
6.0,5.0,Met recommendation,57.02874133
4.0,3.0,Did not meet recommendation,35.04876286
3.0,2.0,Did not meet recommendation,1.417936365
1.0,0.0,Did not meet recommendation,91.21357792
7.0,6.0,Met recommendation,83.65146996
1.0,0.0,Did not meet recommendation,56.52032716
1.0,0.0,Did not meet recommendation,97.22669383
1.0,0.0,Did not meet recommendation,83.4914366
6.0,5.0,Met recommendation,73.71563971
7.0,6.0,Met recommendation,90.70856779
1.0,0.0,Did not meet recommendation,73.74393215
4.0,3.0,Did not meet recommendation,73.05961868
1.0,0.0,Did not meet recommendation,74.71972579
1.0,0.0,Did not meet recommendation,98.57045855
1.0,0.0,Did not meet recommendation,86.52052376
1.0,0.0,Did not meet recommendation,96.04149457
8.0,7.0,Met recommendation,95.32824266
4.0,3.0,Did not meet recommendation,88.6731027
8.0,7.0,Met recommendation,93.65518174
6.0,5.0,Met recommendation,67.61531882
8.0,7.0,Met recommendation,58.87622836
7.0,6.0,Met recommendation,93.99215342
6.0,5.0,Met recommendation,17.34490983
5.0,4.0,Did not meet recommendation,61.81583233
1.0,0.0,Did not meet recommendation,48.98596485
1.0,0.0,Did not meet recommendation,40.5504485
3.0,2.0,Did not meet recommendation,64.190758
8.0,7.0,Met recommendation,62.39033084
6.0,5.0,Met recommendation,89.72661081
7.0,6.0,Met recommendation,98.34173836
1.0,0.0,Did not meet recommendation,88.76340535
8.0,7.0,Met recommendation,47.63991712
8.0,7.0,Met recommendation,49.31286868
6.0,5.0,Met recommendation,50.27447135
3.0,2.0,Did not meet recommendation,87.02647953
5.0,4.0,Did not meet recommendation,96.39550438
1.0,0.0,Did not meet recommendation,67.16680562
4.0,3.0,Did not meet recommendation,92.62027788
5.0,4.0,Did not meet recommendation,21.84049156
4.0,3.0,Did not meet recommendation,90.14559912
8.0,7.0,Met recommendation,90.64452032
5.0,4.0,Did not meet recommendation,0.364670184
1.0,0.0,Did not meet recommendation,25.29993613
1.0,0.0,Did not meet recommendation,94.01746926
1.0,0.0,Did not meet recommendation,75.31505964
4.0,3.0,Did not meet recommendation,35.48942561
7.0,6.0,Met recommendation,97.75494821
4.0,3.0,Did not meet recommendation,75.76621161
7.0,6.0,Met recommendation,61.78523973
8.0,7.0,Met recommendation,17.93321779
2.0,1.0,Did not meet recommendation,16.31431911
8.0,7.0,Met recommendation,86.58677976
8.0,7.0,Met recommendation,14.80529816
4.0,3.0,Did not meet recommendation,74.41919519
8.0,7.0,Met recommendation,81.40235683
1.0,0.0,Did not meet recommendation,90.445849
5.0,4.0,Did not meet recommendation,74.0489888
8.0,7.0,Met recommendation,23.32766848
8.0,7.0,Met recommendation,44.95735327
1.0,0.0,Did not meet recommendation,30.69589607
7.0,6.0,Met recommendation,46.60251916
8.0,7.0,Met recommendation,36.04892235
2.0,1.0,Did not meet recommendation,18.46382222
1.0,0.0,Did not meet recommendation,77.20364961
5.0,4.0,Did not meet recommendation,57.60270767
6.0,5.0,Met recommendation,26.6755441
7.0,6.0,Met recommendation,78.1614252
1.0,0.0,Did not meet recommendation,42.28388655
1.0,0.0,Did not meet recommendation,80.25071672
4.0,3.0,Did not meet recommendation,20.6206999
7.0,6.0,Met recommendation,37.25949068
4.0,3.0,Did not meet recommendation,89.17048644
2.0,1.0,Did not meet recommendation,96.44223026
7.0,6.0,Met recommendation,36.56155956
7.0,6.0,Met recommendation,81.02041569
8.0,7.0,Met recommendation,74.23946269
6.0,5.0,Met recommendation,81.05083763
8.0,7.0,Met recommendation,94.23581671
4.0,3.0,Did not meet recommendation,90.68842461
4.0,3.0,Did not meet recommendation,69.77678882
6.0,5.0,Met recommendation,68.83070878
7.0,6.0,Met recommendation,72.98083347
1.0,0.0,Did not meet recommendation,85.96959804
3.0,2.0,Did not meet recommendation,62.39033084
1.0,0.0,Did not meet recommendation,62.97929123
3.0,2.0,Did not meet recommendation,30.28405624
7.0,6.0,Met recommendation,84.28101485
1.0,0.0,Did not meet recommendation,84.51397897
7.0,6.0,Met recommendation,81.79406606
5.0,4.0,Did not meet recommendation,53.6985542
3.0,2.0,Did not meet recommendation,78.66079606
6.0,5.0,Met recommendation,69.77678882
1.0,0.0,Did not meet recommendation,3.163642944
1.0,0.0,Did not meet recommendation,33.01207454
6.0,5.0,Met recommendation,40.85194501
3.0,2.0,Did not meet recommendation,61.87699019
2.0,1.0,Did not meet recommendation,43.74033114
8.0,7.0,Met recommendation,93.85224358
1.0,0.0,Did not meet recommendation,20.16159882
5.0,4.0,Did not meet recommendation,2.73495916
5.0,4.0,Did not meet recommendation,26.20415662
8.0,7.0,Met recommendation,83.78124349
5.0,4.0,Did not meet recommendation,55.06915825
1.0,0.0,Did not meet recommendation,74.42424318
1.0,0.0,Did not meet recommendation,58.167767
7.0,6.0,Met recommendation,54.76825471
2.0,1.0,Did not meet recommendation,56.67898027
8.0,7.0,Met recommendation,51.77995186
2.0,1.0,Did not meet recommendation,96.59984902
8.0,7.0,Met recommendation,58.87622836
5.0,4.0,Did not meet recommendation,72.36104809
3.0,2.0,Did not meet recommendation,95.78741386
7.0,6.0,Met recommendation,7.907875242
6.0,5.0,Met recommendation,90.10487342
6.0,5.0,Met recommendation,51.00040934
8.0,7.0,Met recommendation,73.87758954
8.0,7.0,Met recommendation,13.37560078
4.0,3.0,Did not meet recommendation,77.77116511
6.0,5.0,Met recommendation,23.90166614
2.0,1.0,Did not meet recommendation,39.31802402
8.0,7.0,Met recommendation,63.74374862
5.0,4.0,Did not meet recommendation,54.04141112
6.0,5.0,Met recommendation,80.3927078
7.0,6.0,Met recommendation,20.46953227
8.0,7.0,Met recommendation,62.23219402
2.0,1.0,Did not meet recommendation,93.9072722
1.0,0.0,Did not meet recommendation,59.02079621
8.0,7.0,Met recommendation,0.006768919
7.0,6.0,Met recommendation,77.76856155
8.0,7.0,Met recommendation,88.17235737
1.0,0.0,Did not meet recommendation,45.94631988
5.0,4.0,Did not meet recommendation,26.55639437
4.0,3.0,Did not meet recommendation,19.47297454
7.0,6.0,Met recommendation,69.13085778
1.0,0.0,Did not meet recommendation,53.02162601
1.0,0.0,Did not meet recommendation,36.42796633
3.0,2.0,Did not meet recommendation,92.37168878
2.0,1.0,Did not meet recommendation,80.60383865
1.0,0.0,Did not meet recommendation,41.5155192
6.0,5.0,Met recommendation,32.04763915
4.0,3.0,Did not meet recommendation,39.07339722
5.0,4.0,Did not meet recommendation,87.00265796
3.0,2.0,Did not meet recommendation,70.81674648
6.0,5.0,Met recommendation,79.52427005
8.0,7.0,Met recommendation,80.47617765
6.0,5.0,Met recommendation,23.32766848
8.0,7.0,Met recommendation,74.41919519
2.0,1.0,Did not meet recommendation,99.46839066
8.0,7.0,Met recommendation,70.2948453
1.0,0.0,Did not meet recommendation,40.44798394
8.0,7.0,Met recommendation,87.89933447
1.0,0.0,Did not meet recommendation,44.91365764
6.0,5.0,Met recommendation,92.1853654
4.0,3.0,Did not meet recommendation,60.76861032
6.0,5.0,Met recommendation,92.16826247
4.0,3.0,Did not meet recommendation,5.844247261
4.0,3.0,Did not meet recommendation,68.87086388
3.0,2.0,Did not meet recommendation,56.31514778
3.0,2.0,Did not meet recommendation,35.5438073
3.0,2.0,Did not meet recommendation,90.06979532
8.0,7.0,Met recommendation,30.75861295
6.0,5.0,Met recommendation,51.61765844
4.0,3.0,Did not meet recommendation,32.35454194
8.0,7.0,Met recommendation,52.41347462
6.0,5.0,Met recommendation,92.26251615
6.0,5.0,Met recommendation,7.032419398
3.0,2.0,Did not meet recommendation,30.97488641
5.0,4.0,Did not meet recommendation,22.82347931
3.0,2.0,Did not meet recommendation,37.38570424
1.0,0.0,Did not meet recommendation,91.80020265
4.0,3.0,Did not meet recommendation,47.52350758
1.0,0.0,Did not meet recommendation,97.17532506
1.0,0.0,Did not meet recommendation,69.91124718
3.0,2.0,Did not meet recommendation,51.32765319
3.0,2.0,Did not meet recommendation,11.72203035
8.0,7.0,Met recommendation,73.17599591
1.0,0.0,Did not meet recommendation,58.06394871
1.0,0.0,Did not meet recommendation,98.75339996
8.0,7.0,Met recommendation,49.28651193
6.0,5.0,Met recommendation,13.05973687
4.0,3.0,Did not meet recommendation,28.36149003
8.0,7.0,Met recommendation,32.2978179
8.0,7.0,Met recommendation,98.35931481
4.0,3.0,Did not meet recommendation,29.7578994
1.0,0.0,Did not meet recommendation,93.80678317
8.0,7.0,Met recommendation,38.18531901
1.0,0.0,Did not meet recommendation,38.68988246
4.0,3.0,Did not meet recommendation,89.0955475
1.0,0.0,Did not meet recommendation,41.98150796
1.0,0.0,Did not meet recommendation,66.08825915
1.0,0.0,Did not meet recommendation,82.78836576
1.0,0.0,Did not meet recommendation,21.80091321
1.0,0.0,Did not meet recommendation,49.28651193
1.0,0.0,Did not meet recommendation,67.16680562
4.0,3.0,Did not meet recommendation,34.10784442
7.0,6.0,Met recommendation,31.36830176
7.0,6.0,Met recommendation,45.16626978
8.0,7.0,Met recommendation,3.027341461
6.0,5.0,Met recommendation,98.86426475
2.0,1.0,Did not meet recommendation,94.06597749
3.0,2.0,Did not meet recommendation,34.55230954
6.0,5.0,Met recommendation,87.3464244
6.0,5.0,Met recommendation,82.95496038
7.0,6.0,Met recommendation,43.7908813
6.0,5.0,Met recommendation,83.33665428
6.0,5.0,Met recommendation,29.42980208
3.0,2.0,Did not meet recommendation,96.72437097
6.0,5.0,Met recommendation,78.83713773
4.0,3.0,Did not meet recommendation,89.34879347
4.0,3.0,Did not meet recommendation,33.65244897
4.0,3.0,Did not meet recommendation,68.47284867
1.0,0.0,Did not meet recommendation,98.98268561
1.0,0.0,Did not meet recommendation,78.01416162
5.0,4.0,Did not meet recommendation,56.12271161
3.0,2.0,Did not meet recommendation,38.19668196
8.0,7.0,Met recommendation,25.58698142
3.0,2.0,Did not meet recommendation,30.98255809
5.0,4.0,Did not meet recommendation,36.97561899
1.0,0.0,Did not meet recommendation,39.33113427
4.0,3.0,Did not meet recommendation,61.74825041
7.0,6.0,Met recommendation,55.62821787
3.0,2.0,Did not meet recommendation,53.24794021
1.0,0.0,Did not meet recommendation,93.85646466
8.0,7.0,Met recommendation,64.02279417
5.0,4.0,Did not meet recommendation,65.2420533
8.0,7.0,Met recommendation,26.1049264
2.0,1.0,Did not meet recommendation,26.38837509
1.0,0.0,Did not meet recommendation,94.65708955
8.0,7.0,Met recommendation,6.027926572
6.0,5.0,Met recommendation,97.30672532
8.0,7.0,Met recommendation,27.00314433
7.0,6.0,Met recommendation,45.51776657
1.0,0.0,Did not meet recommendation,45.98732433
6.0,5.0,Met recommendation,63.30381582
2.0,1.0,Did not meet recommendation,96.18504314
4.0,3.0,Did not meet recommendation,23.68951218
8.0,7.0,Met recommendation,43.30369499
8.0,7.0,Met recommendation,99.74069637
8.0,7.0,Met recommendation,48.98596485
6.0,5.0,Met recommendation,36.3201391
6.0,5.0,Met recommendation,76.72045861
3.0,2.0,Did not meet recommendation,51.7428672
8.0,7.0,Met recommendation,13.08187583
4.0,3.0,Did not meet recommendation,26.3552187
6.0,5.0,Met recommendation,92.48084439
7.0,6.0,Met recommendation,78.26789871
8.0,7.0,Met recommendation,62.71354329
5.0,4.0,Did not meet recommendation,79.92192149
4.0,3.0,Did not meet recommendation,99.28032188
4.0,3.0,Did not meet recommendation,75.2628239
7.0,6.0,Met recommendation,73.89402899
3.0,2.0,Did not meet recommendation,60.51961267
8.0,7.0,Met recommendation,46.60251916
5.0,4.0,Did not meet recommendation,19.03058741
7.0,6.0,Met recommendation,26.04781219
2.0,1.0,Did not meet recommendation,87.51636498
8.0,7.0,Met recommendation,63.10741439
3.0,2.0,Did not meet recommendation,87.29843376
4.0,3.0,Did not meet recommendation,90.55383582
1.0,0.0,Did not meet recommendation,66.54483144
4.0,3.0,Did not meet recommendation,55.79291405
8.0,7.0,Met recommendation,59.36187206
8.0,7.0,Met recommendation,83.8443561
8.0,7.0,Met recommendation,98.10020721
6.0,5.0,Met recommendation,54.63077194
8.0,7.0,Met recommendation,82.81974763
8.0,7.0,Met recommendation,21.94992936
3.0,2.0,Did not meet recommendation,87.97639476
8.0,7.0,Met recommendation,92.48084439
1.0,0.0,Did not meet recommendation,58.69524984
2.0,1.0,Did not meet recommendation,82.389679
1.0,0.0,Did not meet recommendation,21.293857
6.0,5.0,Met recommendation,28.47427465
2.0,1.0,Did not meet recommendation,48.66934789
3.0,2.0,Did not meet recommendation,86.60972573
1.0,0.0,Did not meet recommendation,1.726900972
5.0,4.0,Did not meet recommendation,90.64350563
4.0,3.0,Did not meet recommendation,87.8987
3.0,2.0,Did not meet recommendation,98.13855509
3.0,2.0,Did not meet recommendation,70.28143034
6.0,5.0,Met recommendation,84.4582919
1.0,0.0,Did not meet recommendation,87.37254389
5.0,4.0,Did not meet recommendation,74.74124853
2.0,1.0,Did not meet recommendation,59.82968984
6.0,5.0,Met recommendation,69.88257682
1.0,0.0,Did not meet recommendation,15.29507487
2.0,1.0,Did not meet recommendation,25.9046623
4.0,3.0,Did not meet recommendation,12.67495059
8.0,7.0,Met recommendation,0.465744534
5.0,4.0,Did not meet recommendation,65.45070989
6.0,5.0,Met recommendation,72.08322728
3.0,2.0,Did not meet recommendation,13.19742369
1.0,0.0,Did not meet recommendation,5.125120423
1.0,0.0,Did not meet recommendation,42.9070731
2.0,1.0,Did not meet recommendation,95.48360779
5.0,4.0,Did not meet recommendation,70.59134372
3.0,2.0,Did not meet recommendation,87.55552706
5.0,4.0,Did not meet recommendation,50.78124507
2.0,1.0,Did not meet recommendation,20.13123816
4.0,3.0,Did not meet recommendation,76.59777271
3.0,2.0,Did not meet recommendation,79.94321014
6.0,5.0,Met recommendation,53.96737126
7.0,6.0,Met recommendation,74.23946269
6.0,5.0,Met recommendation,52.55947074
5.0,4.0,Did not meet recommendation,61.32131796
2.0,1.0,Did not meet recommendation,35.43738756
1.0,0.0,Did not meet recommendation,28.91092809
6.0,5.0,Met recommendation,18.67189653
5.0,4.0,Did not meet recommendation,89.52466745
2.0,1.0,Did not meet recommendation,30.61256779
3.0,2.0,Did not meet recommendation,73.97695278
4.0,3.0,Did not meet recommendation,92.72607031
